0.0000000000	0.0000000000
0.0038814853	0.0482166446
0.0074395135	0.0812417437
0.0137145814	0.1239542052
0.0235476776	0.1750330251
0.0376504076	0.2377807133
0.0586104283	0.3121972699
0.0895976194	0.3940995156
0.1178157337	0.4616412054
0.1294475353	0.4718185821
0.1594564269	0.5414475332
0.1738258507	0.5530603258
0.2101982296	0.6166624927
0.2675476873	0.6870356457
0.3292606907	0.7514817597
0.3919710759	0.8048251106
0.4619124797	0.8499874781
0.5242488468	0.8876366976
0.5350294985	0.9063512263
0.5916967959	0.9175223307
0.5984513274	0.9297778806
0.6552359882	0.9483456733
0.6560279267	0.9388095834
0.7072271386	0.9637320685
0.7581120944	0.9745488200
0.8056784661	0.9825312355
0.8455014749	0.9888940305
0.8775811209	0.9927117075
0.9080779944	0.9957991910
0.9129793510	0.9956617307
0.9351032448	0.9973970384
0.9401114206	0.9977699409
0.9484679666	0.9985997303
0.9623955432	0.9991183487
0.9763231198	0.9995332434
0.9832869081	0.9997406908
0.9916434540	0.9998962763
0.9958217270	0.9999481382
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
1.0000000000	1.0000000000
